Elem_name	ion.state	Wl	Ei	Ek	Ak	gi	gk	lineLeft	lineRight	bgrLeft	bgrRight	coment
Ca	I	314.17	1.8858075	5.8322176	4900000	3	5					
Ca	I	315.166	1.8989349	5.8328665	8600000	5	7					
Ca	II	315.978	3.123349	7.047169	310000000	2	4					
Ca	II	318.025	3.150984	7.049551	360000000	4	6					
Ca	I	318.144	1.8989349	5.7960484	2900000	5	3					
Ca	II	318.22	3.150984	7.047169	58000000	4	4					
Ca	I	321.089	1.8793402	5.740713	7300000	1	3					
Ca	I	321.61	1.8858075	5.7409208	11000000	3	5					
Ca	I	321.627	1.8858075	5.740713	5100000	3	3					
Ca	I	322.683	1.8989349	5.7412196	16000000	5	7					
Ca	I	322.708	1.8989349	5.7409208	4000000	5	5					
Ca	I	327.561	1.8858075	5.6708741	3000000	3	3					
Ca	I	328.702	1.8989349	5.6708741	5300000	5	3					
Ca	I	334.547	1.8793402	5.5853732	15100000	1	3					
Ca	I	335.117	1.8858075	5.5855401	17800000	3	5					
Ca	I	335.132	1.8858075	5.5853732	11100000	3	3					
Ca	I	336.289	1.8989349	5.5857825	22300000	5	7					
Ca	I	336.311	1.8989349	5.5855401	6500000	5	5					
Ca	I	346.947	1.8793402	5.4529201	1300000	1	3					
Ca	I	347.575	1.8858075	5.4529201	4600000	3	3					
Ca	I	348.86	1.8989349	5.4529201	7800000	5	3					
Ca	I	362.514	1.8793402	5.2994568	21200000	1	3					
Ca	I	363.179	1.8858075	5.2996694	29700000	3	5					
Ca	I	363.201	1.8858075	5.2994568	15300000	3	3					
Ca	I	364.545	1.8989349	5.3000005	35500000	5	7					
Ca	I	364.581	1.8989349	5.2996694	9400000	5	5					
Ca	I	367.634	2.5229867	5.8954822	2200000	5	7					
Ca	I	367.926	2.5256821	5.8954946	2300000	7	9					
Ca	II	370.708	3.123349	6.467875	88000000	2	2					
Ca	II	373.796	3.150984	6.467875	170000000	4	2					
Ca	I	374.942	2.5212633	5.8280253	3400000	3	5					
Ca	I	375.136	2.5229867	5.8280359	3400000	5	7					
Ca	I	375.441	2.5256821	5.8280508	4100000	7	9					
Ca	I	387.158	2.5212633	5.7236864	7200000	3	5					
Ca	I	387.364	2.5229867	5.7237039	5400000	5	7					
Ca	I	387.688	2.5256821	5.7237269	7900000	7	9					
Ca	II	393.477	0	3.150984	147000000	2	4					
Ca	I	395.002	1.8793402	5.0181663	3340000	1	3					
Ca	I	395.817	1.8858075	5.0181663	9800000	3	3					
Ca	II	396.959	0	3.123349	140000000	2	2					
Ca	I	397.483	1.8989349	5.0181663	17500000	5	3					
Ca	II	409.826	7.505138	10.530431	9900000	2	4					
Ca	I	409.969	2.5256821	5.5499193	13000000	7	9					
Ca	I	409.973	2.5256821	5.5498847	1500000	7	7					
Ca	II	411.098	7.514841	10.530773	12000000	4	6					
Ca	II	411.144	7.514841	10.530431	1900000	4	4					
Ca	II	420.736	7.505138	10.451978	4300000	2	2					
Ca	II	422.126	7.514841	10.451978	8500000	4	2					
Ca	I	422.792	0	2.932512	218000000	1	3					
Ca	I	428.422	1.8858075	4.779784	43400000	3	5					
Ca	I	429.057	1.8793402	4.7690284	60000000	1	3					
Ca	I	430.02	1.8858075	4.7690284	46600000	3	3					
Ca	I	430.374	1.8989349	4.779784	136000000	5	5					
Ca	I	430.895	1.8858075	4.7631683	199000000	3	1					
Ca	I	431.986	1.8989349	4.7690284	74000000	5	3					
Ca	I	435.63	2.7090094	5.5550969	19000000	5	7					
Ca	I	442.668	1.8793402	4.6801799	49800000	1	3					
Ca	I	443.621	1.8858075	4.680635	67000000	3	5					
Ca	I	443.694	1.8858075	4.6801799	34200000	3	3					
Ca	I	445.603	1.8989349	4.681327	87000000	5	7					
Ca	I	445.714	1.8989349	4.680635	20000000	5	5					
Ca	I	445.786	1.8989349	4.6801799	2450000	5	3					
Ca	I	452.821	2.7090094	5.4470569	41000000	5	3					
Ca	I	457.983	2.5212633	5.2284402	17600000	3	5					
Ca	I	458.268	2.5229867	5.2284828	20900000	5	7					
Ca	I	458.275	2.5229867	5.2284402	3500000	5	5					
Ca	I	458.715	2.5256821	5.2285409	22900000	7	9					
Ca	I	458.725	2.5256821	5.2284828	2500000	7	7					
Ca	I	468.658	2.932512	5.578028	8000000	3	5					
Ca	I	487.949	2.7090094	5.2499357	18800000	5	7					
Ca	II	500.288	7.505138	9.983397	20000000	2	4					
Ca	II	502.137	7.514841	9.983971	23000000	4	6					
Ca	II	502.254	7.514841	9.983397	3900000	4	4					
Ca	I	504.303	2.7090094	5.1675384	33000000	5	3					
Ca	I	519.03	2.932512	5.3212844	40000000	3	5					
Ca	I	526.317	2.5212633	4.8769584	15000000	3	3					
Ca	I	526.37	2.5212633	4.8767178	60000000	3	1					
Ca	I	526.571	2.5229867	4.8775483	9100000	5	5					
Ca	I	526.703	2.5229867	4.8769584	44000000	5	3					
Ca	I	527.174	2.5256821	4.8775483	50000000	7	5					
Ca	II	528.674	7.505138	9.850331	7800000	2	2					
Ca	II	530.87	7.514841	9.850331	15000000	4	2					
Ca	I	551.451	2.932512	5.1808379	110000000	3	1					
Ca	I	558.352	2.5229867	4.7435268	6000000	5	7					
Ca	I	559.031	2.5256821	4.7435268	49000000	7	7					
Ca	I	559.167	2.5212633	4.7385667	8300000	3	5					
Ca	I	559.602	2.5229867	4.7385667	38000000	5	5					
Ca	I	560.004	2.5212633	4.7352531	43000000	3	3					
Ca	I	560.285	2.5256821	4.7385667	8600000	7	5					
Ca	I	560.441	2.5229867	4.7352531	14000000	5	3					
Ca	I	585.907	2.932512	5.0486176	66000000	3	5					
Ca	I	610.441	1.8793402	3.910399	9600000	1	3					
Ca	I	612.391	1.8858075	3.910399	28700000	3	3					
Ca	I	616.3	2.5229867	4.5347368	3300000	5	5					
Ca	I	616.388	1.8989349	3.910399	47700000	5	3					
Ca	I	616.547	2.5212633	4.5322113	5600000	3	3					
Ca	I	616.815	2.5212633	4.5313358	22000000	3	1					
Ca	I	617.077	2.5229867	4.5322113	17000000	5	3					
Ca	I	617.127	2.5256821	4.5347368	19000000	7	5					
Ca	I	644.085	2.5256821	4.450647	53000000	7	9					
Ca	I	645.159	2.5212633	4.443025	9000000	3	5					
Ca	I	645.738	2.5229867	4.443025	1400000	5	5					
Ca	I	646.436	2.5229867	4.4409544	47000000	5	7					
Ca	I	647.345	2.5256821	4.4409544	5900000	7	7					
Ca	I	649.557	2.5212633	4.4300117	44000000	3	5					
Ca	I	650.145	2.5229867	4.4300117	8100000	5	5					
Ca	I	671.954	2.7090094	4.5541398	12000000	5	3					
Ca	II	820.397	7.505138	9.016407	51000000	2	4					
Ca	II	825.107	7.514841	9.017486	61000000	4	6					
Ca	II	825.7	7.514841	9.016407	10000000	4	4					
Ca	II	850.035	1.692408	3.150984	1110000	4	4					
Ca	II	854.444	1.699932	3.150984	9900000	6	4					
Ca	II	866.452	1.692408	3.123349	10600000	4	2					
Ca	II	985.744	7.505138	8.762908	19000000	2	2					
Ca	II	993.411	7.514841	8.762908	38000000	4	2					
Mg	II	147.6	4.422431	12.822446	11000000	2	4					
Mg	II	147.801	4.433784	12.822409	13000000	4	6					
Mg	II	148.089	4.422431	12.794766	19300000	2	2					
Mg	II	148.29	4.433784	12.794766	38500000	4	2					
Mg	I	168.341	0	7.365056	1880000	1	3					
Mg	I	170.706	0	7.263023	3280000	1	3					
Mg	II	173.484	4.422431	11.569103	42900000	2	4					
Mg	II	173.762	4.433784	11.569039	50900000	4	6					
Mg	I	174.779	0	7.0937549	6620000	1	3					
Mg	II	175.065	4.422431	11.504557	40000000	2	2					
Mg	II	175.346	4.433784	11.504557	79800000	4	2					
Mg	I	182.793	0	6.782746	16000000	1	3					
Mg	I	202.648	0	6.1182146	61200000	1	3					
Mg	II	233.029	8.863654	14.184232	13600000	6	8					
Mg	II	233.029	8.863762	14.184232	12700000	4	6					
Mg	II	245.033	8.863654	13.923608	21600000	6	8					
Mg	II	245.033	8.863762	13.923608	20200000	4	6					
Mg	II	266.155	8.863654	13.522008	38100000	6	8					
Mg	II	266.161	8.863762	13.522004	35600000	4	6					
Mg	I	273.28	2.7091049	7.2459929	6970000	1	3					
Mg	I	273.43	2.7115919	7.2459903	9370000	3	5					
Mg	I	273.735	2.7166398	7.245989	12500000	5	7					
Mg	I	277.751	2.7115919	7.175454	132000000	3	5					
Mg	I	277.909	2.7091049	7.170428	182000000	1	3					
Mg	I	278.065	2.7115919	7.170428	136000000	3	3					
Mg	I	278.065	2.7166398	7.175454	409000000	5	5					
Mg	I	278.224	2.7115919	7.16787	543000000	3	1					
Mg	I	278.379	2.7166398	7.170428	214000000	5	3					
Mg	II	279.16	4.422431	8.863762	401000000	2	4					
Mg	II	279.635	0	4.433784	260000000	2	4					
Mg	II	279.882	4.433784	8.863654	479000000	4	6					
Mg	II	280.353	0	4.422431	257000000	2	2					
Mg	I	281.059	5.9459158	10.357248	250000000	7	7					
Mg	I	281.194	5.9459136	10.355219	196000000	5	5					
Mg	I	281.261	5.9459174	10.354075	211000000	3	3					
Mg	I	284.755	2.7091049	7.0631654	13100000	1	3					
Mg	I	284.918	2.7115919	7.0631626	17700000	3	5					
Mg	I	285.25	2.7166398	7.0631588	23500000	5	7					
Mg	I	285.296	0	4.3458029	491000000	1	3					
Mg	I	291.631	5.7532468	10.004658	409000000	5	5					
Mg	II	292.949	4.422431	8.654711	115000000	2	2					
Mg	II	293.737	4.433784	8.654711	230000000	4	2					
Mg	I	293.76	2.7091049	6.9297	1370000	1	3					
Mg	I	293.933	2.7115919	6.9297	4120000	3	3					
Mg	I	294.286	2.7166398	6.9297	6830000	5	3					
Mg	II	296.889	9.999328	14.175446	1980000	4	6					
Mg	II	297.001	9.995544	14.170075	2250000	2	2					
Mg	II	297.271	9.999328	14.170075	4490000	4	2					
Mg	I	309.196	2.7091049	6.7189932	30900000	1	3					
Mg	I	309.388	2.7115919	6.7189881	37400000	3	5					
Mg	I	309.779	2.7166398	6.7189834	49600000	5	7					
Mg	II	310.562	8.863654	12.855912	79700000	6	8					
Mg	II	310.571	8.863762	12.855904	74400000	4	6					
Mg	II	316.679	9.995544	13.910676	2890000	2	4					
Mg	II	316.987	9.999328	13.910661	3430000	4	6					
Mg	II	317.362	9.995544	13.902249	3410000	2	2					
Mg	II	317.67	9.999328	13.902249	6810000	4	2					
Mg	I	333.088	2.7091049	6.4313736	3090000	1	3					
Mg	I	333.31	2.7115919	6.4313736	10200000	3	3					
Mg	I	333.763	2.7166398	6.4313736	17000000	5	3					
Mg	II	353.598	9.995544	13.501904	5800000	2	4					
Mg	II	353.982	9.999328	13.501882	6900000	4	6					
Mg	II	355.053	9.995544	13.487538	5640000	2	2					
Mg	II	355.438	9.999328	13.487538	11200000	4	2					
Mg	I	383.044	2.7091049	5.9459174	89900000	1	3					
Mg	I	383.339	2.7115919	5.9459174	67400000	3	3					
Mg	I	383.339	2.7115919	5.9459136	121000000	3	5					
Mg	I	383.938	2.7166398	5.9459158	161000000	5	7					
Mg	I	383.938	2.7166398	5.9459136	40300000	5	5					
Mg	II	384.93	8.863654	12.084606	2960000	6	4					
Mg	II	385.148	8.863762	12.082895	3240000	4	2					
Mg	I	389.134	7.16787	10.354075	131000000	1	3					
Mg	I	389.301	7.170428	10.355219	177000000	3	5					
Mg	I	389.441	7.170428	10.354075	98100000	3	3					
Mg	I	389.668	7.175454	10.357248	235000000	5	7					
Mg	I	389.922	7.175454	10.355219	58800000	5	5					
Mg	I	393.952	4.3458029	7.4929973	5470000	3	5					
Mg	I	398.788	4.3458029	7.4548275	7300000	3	5					
Mg	I	405.865	4.3458029	7.4006157	10200000	3	5					
Mg	I	416.845	4.3458029	7.3201534	13800000	3	5					
Mg	I	435.313	4.3458029	7.1939656	18400000	3	5					
Mg	II	438.587	9.995544	12.822446	14500000	2	4					
Mg	II	439.18	9.999328	12.822409	17300000	4	6					
Mg	II	442.924	9.995544	12.794766	10500000	2	2					
Mg	II	443.524	9.999328	12.794766	21000000	4	2					
Mg	II	443.773	11.569039	14.3629	6380000	6	8					
Mg	II	443.784	11.569103	14.3629	5950000	4	6					
Mg	II	448.239	8.863654	11.629687	233000000	6	8					
Mg	II	448.258	8.863762	11.629672	217000000	4	6					
Mg	I	470.431	4.3458029	6.9813495	21900000	3	5					
Mg	I	473.135	4.3458029	6.9662844	1340000	3	1					
Mg	II	474.091	11.569039	14.184232	8090000	6	8					
Mg	II	474.104	11.569103	14.184232	7550000	4	6					
Mg	I	516.876	2.7091049	5.107827	11300000	1	3					
Mg	I	517.412	2.7115919	5.107827	33700000	3	3					
Mg	I	518.505	2.7166398	5.107827	56100000	5	3					
Mg	II	526.568	11.569039	13.923608	12700000	6	8					
Mg	II	526.583	11.569103	13.923608	11900000	4	6					
Mg	II	545.277	12.082895	14.356681	1030000	2	4					
Mg	II	546.154	12.082895	14.353029	1110000	2	2					
Mg	II	546.565	12.084606	14.353029	2220000	4	2					
Mg	I	552.994	4.3458029	6.587856	13900000	3	5					
Mg	I	571.267	4.3458029	6.5161391	3860000	3	1					
Mg	II	592.501	12.082895	14.175453	1400000	2	4					
Mg	II	592.988	12.084606	14.175446	1660000	4	6					
Mg	II	594.027	12.082895	14.170075	1360000	2	2					
Mg	II	594.515	12.084606	14.170075	2710000	4	2					
Mg	II	634.849	11.569039	13.522008	22000000	6	8					
Mg	II	634.872	11.569103	13.522004	20500000	4	6					
Mg	II	678.332	12.082895	13.910676	2490000	2	4					
Mg	II	678.972	12.084606	13.910661	2960000	4	6					
Mg	II	681.474	12.082895	13.902249	2110000	2	2					
Mg	II	682.115	12.084606	13.902249	4210000	4	2					
Mg	I	719.516	5.7532468	7.4764062	1180000	5	7					
Mg	I	738.972	5.7532468	7.4310388	1740000	5	7					
Mg	I	765.971	5.107827	6.7264807	1230000	3	5					
Mg	I	766.126	5.107827	6.7261534	1230000	3	3					
Mg	I	766.201	5.107827	6.7259951	1230000	3	1					
Mg	I	769.367	5.7532468	7.364756	2660000	5	7					
Mg	II	787.922	9.995544	11.569103	65800000	2	4					
Mg	II	789.854	9.999328	11.569039	78600000	4	6					
Mg	II	811.745	11.569039	13.096416	1220000	6	4					
Mg	II	812.267	11.569103	13.095501	1340000	4	2					
Mg	I	821.529	5.7532468	7.2624336	4380000	5	7					
Mg	II	821.625	9.995544	11.504557	26500000	2	2					
Mg	II	823.69	9.999328	11.504557	52900000	4	2					
Mg	I	834.841	5.9459136	7.4310388	1020000	5	7					
Mg	I	834.841	5.9459158	7.4310388	1150000	7	9					
Mg	I	871.508	5.9319513	7.3545908	1070000	3	5					
Mg	I	872.022	5.932788	7.3545894	1430000	5	7					
Mg	II	873.739	12.082895	13.501904	5340000	2	4					
Mg	I	873.842	5.9459136	7.364756	1620000	5	7					
Mg	I	873.842	5.9459158	7.364756	1830000	7	9					
Mg	I	873.842	5.9459174	7.364756	1540000	3	5					
Mg	II	874.806	12.084606	13.501882	6370000	4	6					
Mg	I	880.918	4.3458029	5.7532468	12700000	3	5					
Mg	II	882.675	12.082895	13.487538	3690000	2	2					
Mg	II	883.751	12.084606	13.487538	7360000	4	2					
Mg	II	922.078	8.654711	9.999328	36400000	2	4					
Mg	II	924.68	8.654711	9.995544	36100000	2	2					
Mg	I	925.832	5.7532468	7.0924123	7950000	5	7					
Mg	I	941.755	5.9459136	7.2624398	2880000	5	7					
Mg	I	941.755	5.9459158	7.2624398	3240000	7	9					
Mg	I	941.755	5.9459174	7.2624398	2720000	3	5					
Mg	I	943.24	5.9315428	7.2459929	1340000	1	3					
Mg	I	943.535	5.9319513	7.2459903	1810000	3	5					
Mg	I	944.137	5.932788	7.245989	2410000	5	7					
Mg	II	963.453	11.569039	12.855912	42100000	6	8					
Mg	II	963.508	11.569103	12.855904	39300000	4	6					
Cu	II	147.239	0	8.4205799	8000000	1	3					
Cu	II	149.283	9.0166042	17.3218932	550000000	5	5					
Cu	II	151.449	8.64228154	16.8288009	480000000	9	7					
Cu	II	153.213	8.8687809	16.9610553	1000000000	7	5					
Cu	II	153.756	8.64228154	16.7059859	1400000000	9	9	155	155	155	155	ggg
Cu	II	154.059	8.8687809	16.9166293	900000000	7	7	155	155	155	155	ggg
Cu	II	154.175	10.5868585	18.6286118	1400000000	5	5					
Cu	II	154.842	10.9554919	18.962653	1000000000	5	5					
Cu	II	155.065	9.0166042	17.0122164	730000000	5	5					
Cu	II	155.264	8.64228154	16.6276287	1900000000	9	11					
Cu	II	155.39	9.0166042	16.9955295	1400000000	5	7					
Cu	II	155.513	8.8687809	16.84135293	1300000000	7	9					
Cu	II	155.57	8.64228154	16.6119391	680000000	9	7					
Cu	II	168.315	8.64228154	16.0084397	110000000	9	7					
Cu	II	174.451	8.8687809	15.9758644	59000000	7	5					
Cu	II	179.066	9.0166042	15.940543	45000000	5	3					
Cu	II	192.067	8.23486741	14.69012064	15000000	5	7					
Cu	II	192.975	8.64228154	15.06716123	21000000	9	7					
Cu	II	194.46	2.71881633	9.09464957	19900000	7	5					
Cu	II	196.801	8.23486741	14.53484133	18000000	5	3					
Cu	II	197.049	2.83268156	9.12471804	5300000	5	3					
Cu	II	197.996	2.83268156	9.09464957	96000000	5	5					
Cu	II	198.985	2.83268156	9.06349793	98000000	5	3					
Cu	II	199.018	8.4205799	14.65037786	130000000	3	5					
Cu	II	199.953	8.4205799	14.62123579	58000000	3	3					
Cu	II	200.035	2.71881633	8.91695547	213000000	7	7					
Cu	II	201.363	8.23486741	14.39211349	250000000	5	7					
Cu	II	201.623	2.97541889	9.12471804	21000000	3	3					
Cu	II	201.755	2.71881633	8.86410828	8100000	7	5					
Cu	II	202.284	8.48643755	14.61564148	11400000	7	9					
Cu	I	202.498	0	6.1227444	9800000	2	2					
Cu	I	202.499	0	6.1227049	9800000	2	4	155	155	155	155	ggg
Cu	II	202.614	2.97541889	9.09464957	68000000	3	5					
Cu	II	202.779	8.4205799	14.53484133	130000000	3	3					
Cu	II	203.06	8.23486741	14.34065139	80000000	5	3					
Cu	II	203.169	8.23486741	14.33738437	450000000	5	5					
Cu	II	203.45	8.52154401	14.61564148	8900000	9	9					
Cu	II	203.651	2.97541889	9.06349793	370000000	3	3					
Cu	II	203.757	8.53634465	14.62123579	190000000	1	3					
Cu	II	203.778	2.83268156	8.91695547	136000000	5	7					
Cu	II	204.446	2.71881633	8.78322249	142000000	7	7					
Cu	II	204.833	9.12471804	15.1776443	532000000	3	1					
Cu	II	205.491	8.6625261	14.69608333	140000000	5	5					
Cu	II	205.507	8.4205799	14.45365331	670000000	3	1					
Cu	II	205.564	2.83268156	8.86410828	165000000	5	5					
Cu	II	206.308	8.4205799	14.43024652	170000000	3	5					
Cu	II	206.692	8.53634465	14.53484133	200000000	1	3					
Cu	II	207.06	8.6625261	14.65037786	37000000	5	5					
Cu	II	207.932	8.23486741	14.19758413	630000000	5	3					
Cu	II	208.072	8.6625261	14.62123579	49000000	5	3					
Cu	II	208.358	2.83268156	8.78322249	1000000	5	7					
Cu	II	208.594	8.48643755	14.43024652	67000000	7	5					
Cu	II	208.596	2.71881633	8.6625261	4100000	7	5					
Cu	II	208.858	8.6625261	14.59881086	420000000	5	7					
Cu	II	208.863	8.48643755	14.4225753	260000000	7	7					
Cu	II	209.43	8.4205799	14.34065139	220000000	3	3					
Cu	II	209.546	8.4205799	14.33738437	22100000	3	5					
Cu	II	209.685	8.78322249	14.69608333	16000000	7	5					
Cu	II	209.897	8.78322249	14.69012064	101000000	7	7					
Cu	II	209.906	8.52154401	14.42818752	209000000	9	9					
Cu	II	209.941	8.48643755	14.39211349	20000000	7	7					
Cu	II	210.546	2.97541889	8.86410828	77000000	3	5					
Cu	II	211.196	8.52154401	14.39211349	66000000	9	7					
Cu	II	211.277	3.2563892	9.12471804	350000000	5	3					
Cu	II	211.319	8.78322249	14.65037786	12000000	7	5					
Cu	II	211.798	8.48643755	14.34033006	720000000	7	9					
Cu	II	211.905	8.48643755	14.33738437	27000000	7	5					
Cu	II	212.365	3.2563892	9.09464957	220000000	5	5					
Cu	II	212.578	8.78322249	14.61564148	228000000	7	9					
Cu	II	212.594	8.86410828	14.69608333	66000000	5	5					
Cu	II	212.672	2.83268156	8.6625261	141000000	5	5					
Cu	II	213.076	8.52154401	14.34033006	44000000	9	9					
Cu	II	213.193	8.78322249	14.59881086	13000000	7	7					
Cu	II	213.501	8.52154401	14.32872921	770000000	9	11					
Cu	II	213.607	8.53634465	14.34065139	40000000	1	3					
Cu	II	213.665	2.71881633	8.52154401	459000000	7	9					
Cu	II	214.538	8.91695547	14.69608333	15000000	7	5					
Cu	II	214.617	8.4205799	14.19758413	114000000	3	3					
Cu	II	214.759	8.91695547	14.69012064	104000000	7	7					
Cu	II	214.966	2.71881633	8.48643755	88000000	7	7					
Cu	II	215.249	8.6625261	14.4225753	259000000	5	7					
Cu	II	216.2	8.86410828	14.59881086	310000000	5	7					
Cu	I	216.577	0	5.724709	55000000	2	4					
Cu	II	217.566	8.91695547	14.61564148	490000000	7	9					
Cu	I	217.963	0	5.688311	91000000	2	4					
Cu	II	218.009	2.97541889	8.6625261	215000000	3	5					
Cu	II	218.211	8.91695547	14.59881086	24000000	7	7					
Cu	I	218.24	0	5.681073	99000000	2	2					
Cu	II	218.354	8.6625261	14.34065139	80000000	5	3					
Cu	II	219.005	8.53634465	14.19758413	13000000	1	3					
Cu	II	219.031	3.2563892	8.91695547	104000000	5	7	155	155	155	155	ggg
Cu	II	219.295	2.83268156	8.48643755	280000000	5	7					
Cu	II	219.637	8.78322249	14.42818752	420000000	7	9					
Cu	II	220.119	9.06349793	14.69608333	210000000	3	5					
Cu	II	221.049	8.78322249	14.39211349	210000000	7	7					
Cu	II	221.096	3.2563892	8.86410828	153000000	5	5					
Cu	II	221.344	9.09464957	14.69608333	140000000	5	5					
Cu	II	221.58	9.09464957	14.69012064	490000000	5	7					
Cu	II	221.88	2.83268156	8.4205799	350000000	5	3					
Cu	II	221.92	9.06349793	14.65037786	260000000	3	5					
Cu	II	222.538	9.12471804	14.69608333	130000000	3	5					
Cu	I	222.639	0	5.568835	44000000	2	2					
Cu	II	222.747	8.86410828	14.43024652	290000000	5	5					
Cu	II	222.956	2.97541889	8.53634465	388000000	3	1					
Cu	II	223.055	8.86410828	14.4225753	210000000	5	7					
Cu	II	223.084	9.06349793	14.62123579	190000000	3	3					
Cu	II	223.109	8.78322249	14.34033006	20000000	7	9					
Cu	II	223.164	9.09464957	14.65037786	220000000	5	5					
Cu	II	223.228	8.78322249	14.33738437	114000000	7	5					
Cu	II	224.284	8.86410828	14.39211349	10700000	5	7					
Cu	II	224.331	3.2563892	8.78322249	250000000	5	7					
Cu	II	224.341	9.09464957	14.62123579	58000000	5	3					
Cu	II	224.379	9.12471804	14.65037786	40000000	3	5					
Cu	I	224.496	0	5.522772	1850000	2	4					
Cu	II	224.77	2.71881633	8.23486741	330000000	7	5					
Cu	II	224.966	8.91695547	14.42818752	91000000	7	9					
Cu	II	225.255	9.09464957	14.59881086	5800000	5	7					
Cu	II	225.569	9.12471804	14.62123579	190000000	3	3					
Cu	II	226.391	8.86410828	14.34065139	154000000	5	3					
Cu	II	226.449	8.91695547	14.39211349	180000000	7	7					
Cu	II	226.527	8.86410828	14.33738437	1400000	5	5					
Cu	II	226.607	9.06349793	14.53484133	125000000	3	3					
Cu	II	227.544	8.23486741	13.68365916	4000000	5	5					
Cu	II	227.696	2.97541889	8.4205799	63000000	3	3					
Cu	II	227.904	9.09464957	14.53484133	132000000	5	3					
Cu	II	228.735	8.91695547	14.33738437	152000000	7	5					
Cu	II	229.012	8.23486741	13.64873568	7000000	5	3					
Cu	II	229.171	9.12471804	14.53484133	176000000	3	3					
Cu	II	229.507	2.83268156	8.23486741	34000000	5	5					
Cu	II	230.02	9.06349793	14.45365331	107000000	3	1					
Cu	II	231.023	9.06349793	14.43024652	10200000	3	5					
Cu	II	233.689	9.12471804	14.43024652	49000000	3	5					
Cu	II	234.945	9.06349793	14.34065139	28000000	3	3					
Cu	II	235.573	8.4205799	13.68365916	25000000	3	5					
